0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;7.500000000000000000e+00
2.000000000000000042e-02;0.000000000000000000e+00;0.000000000000000000e+00;7.500000000000000000e+00
4.000000000000000083e-02;0.000000000000000000e+00;5.999999999999999778e-02;7.500000000000000000e+00
5.999999999999999778e-02;0.000000000000000000e+00;2.099999999999999922e-01;7.500000000000000000e+00
8.000000000000000167e-02;0.000000000000000000e+00;4.099999999999999756e-01;7.500000000000000000e+00
1.000000000000000056e-01;0.000000000000000000e+00;6.099999999999999867e-01;7.500000000000000000e+00
1.200000000000000094e-01;0.000000000000000000e+00;8.299999999999999600e-01;7.500000000000000000e+00
1.400000000000000133e-01;0.000000000000000000e+00;1.040000000000000036e+00;7.500000000000000000e+00
1.600000000000000033e-01;0.000000000000000000e+00;1.209999999999999964e+00;7.500000000000000000e+00
1.799999999999999933e-01;0.000000000000000000e+00;1.389999999999999902e+00;7.500000000000000000e+00
1.999999999999999833e-01;0.000000000000000000e+00;1.540000000000000036e+00;7.500000000000000000e+00
2.199999999999999734e-01;0.000000000000000000e+00;1.669999999999999929e+00;7.500000000000000000e+00
2.399999999999999634e-01;0.000000000000000000e+00;1.790000000000000036e+00;7.500000000000000000e+00
2.599999999999999534e-01;0.000000000000000000e+00;1.889999999999999902e+00;7.500000000000000000e+00
2.799999999999999711e-01;0.000000000000000000e+00;1.969999999999999973e+00;7.500000000000000000e+00
2.999999999999999889e-01;0.000000000000000000e+00;2.040000000000000036e+00;7.500000000000000000e+00
3.200000000000000067e-01;0.000000000000000000e+00;2.100000000000000089e+00;7.500000000000000000e+00
3.400000000000000244e-01;0.000000000000000000e+00;2.160000000000000142e+00;7.500000000000000000e+00
3.600000000000000422e-01;0.000000000000000000e+00;2.200000000000000178e+00;7.500000000000000000e+00
3.800000000000000600e-01;0.000000000000000000e+00;2.250000000000000000e+00;7.500000000000000000e+00
4.000000000000000777e-01;0.000000000000000000e+00;2.279999999999999805e+00;7.500000000000000000e+00
4.200000000000000955e-01;0.000000000000000000e+00;2.299999999999999822e+00;7.500000000000000000e+00
4.400000000000001132e-01;0.000000000000000000e+00;2.319999999999999840e+00;7.500000000000000000e+00
4.600000000000001310e-01;0.000000000000000000e+00;2.339999999999999858e+00;7.500000000000000000e+00
4.800000000000001488e-01;0.000000000000000000e+00;2.359999999999999876e+00;7.500000000000000000e+00
5.000000000000001110e-01;0.000000000000000000e+00;2.379999999999999893e+00;7.500000000000000000e+00
5.200000000000001288e-01;0.000000000000000000e+00;2.390000000000000124e+00;7.500000000000000000e+00
5.400000000000001465e-01;0.000000000000000000e+00;2.399999999999999911e+00;7.500000000000000000e+00
5.600000000000001643e-01;0.000000000000000000e+00;2.410000000000000142e+00;7.500000000000000000e+00
5.800000000000001821e-01;0.000000000000000000e+00;2.419999999999999929e+00;7.500000000000000000e+00
6.000000000000001998e-01;0.000000000000000000e+00;2.430000000000000160e+00;7.500000000000000000e+00
6.200000000000002176e-01;0.000000000000000000e+00;2.430000000000000160e+00;7.500000000000000000e+00
6.400000000000002354e-01;0.000000000000000000e+00;2.419999999999999929e+00;7.500000000000000000e+00
6.600000000000002531e-01;0.000000000000000000e+00;2.430000000000000160e+00;7.500000000000000000e+00
6.800000000000002709e-01;0.000000000000000000e+00;2.430000000000000160e+00;7.500000000000000000e+00
7.000000000000002887e-01;0.000000000000000000e+00;2.430000000000000160e+00;7.500000000000000000e+00
7.200000000000003064e-01;0.000000000000000000e+00;2.439999999999999947e+00;7.500000000000000000e+00
7.400000000000003242e-01;0.000000000000000000e+00;2.439999999999999947e+00;7.500000000000000000e+00
7.600000000000003419e-01;0.000000000000000000e+00;2.439999999999999947e+00;7.500000000000000000e+00
7.800000000000003597e-01;0.000000000000000000e+00;2.450000000000000178e+00;7.500000000000000000e+00
8.000000000000003775e-01;0.000000000000000000e+00;2.450000000000000178e+00;7.500000000000000000e+00
8.200000000000003952e-01;0.000000000000000000e+00;2.450000000000000178e+00;7.500000000000000000e+00
8.400000000000004130e-01;0.000000000000000000e+00;2.459999999999999964e+00;7.500000000000000000e+00
8.600000000000004308e-01;0.000000000000000000e+00;2.459999999999999964e+00;7.500000000000000000e+00
8.800000000000004485e-01;0.000000000000000000e+00;2.459999999999999964e+00;7.500000000000000000e+00
9.000000000000004663e-01;0.000000000000000000e+00;2.459999999999999964e+00;7.500000000000000000e+00
9.200000000000004841e-01;0.000000000000000000e+00;2.470000000000000195e+00;7.500000000000000000e+00
9.400000000000005018e-01;0.000000000000000000e+00;2.459999999999999964e+00;7.500000000000000000e+00
9.600000000000005196e-01;0.000000000000000000e+00;2.459999999999999964e+00;7.500000000000000000e+00
9.800000000000005373e-01;0.000000000000000000e+00;2.450000000000000178e+00;7.500000000000000000e+00
1.000000000000000444e+00;1.000000000000000000e+00;2.459999999999999964e+00;7.693150000000000155e+00
1.020000000000000462e+00;1.000000000000000000e+00;2.450000000000000178e+00;7.916299999999999670e+00
1.040000000000000480e+00;1.000000000000000000e+00;2.450000000000000178e+00;8.125599999999998602e+00
1.060000000000000497e+00;1.000000000000000000e+00;2.459999999999999964e+00;8.318749999999999645e+00
1.080000000000000515e+00;1.000000000000000000e+00;2.459999999999999964e+00;8.525750000000000384e+00
1.100000000000000533e+00;1.000000000000000000e+00;2.470000000000000195e+00;8.716599999999999682e+00
1.120000000000000551e+00;1.000000000000000000e+00;2.479999999999999982e+00;8.905149999999999011e+00
1.140000000000000568e+00;1.000000000000000000e+00;2.500000000000000000e+00;9.075249999999998707e+00
1.160000000000000586e+00;1.000000000000000000e+00;2.520000000000000018e+00;9.240749999999998465e+00
1.180000000000000604e+00;1.000000000000000000e+00;2.549999999999999822e+00;9.385499999999998622e+00
1.200000000000000622e+00;1.000000000000000000e+00;2.589999999999999858e+00;9.507199999999999207e+00
1.220000000000000639e+00;1.000000000000000000e+00;2.609999999999999876e+00;9.651999999999999247e+00
1.240000000000000657e+00;1.000000000000000000e+00;2.629999999999999893e+00;9.792199999999997573e+00
1.260000000000000675e+00;1.000000000000000000e+00;2.669999999999999929e+00;9.895499999999998408e+00
1.280000000000000693e+00;1.000000000000000000e+00;2.689999999999999947e+00;1.002189999999999870e+01
1.300000000000000711e+00;1.000000000000000000e+00;2.729999999999999982e+00;1.011139999999999795e+01
1.320000000000000728e+00;1.000000000000000000e+00;2.750000000000000000e+00;1.022399999999999842e+01
1.340000000000000746e+00;1.000000000000000000e+00;2.770000000000000018e+00;1.033199999999999719e+01
1.360000000000000764e+00;1.000000000000000000e+00;2.790000000000000036e+00;1.043539999999999779e+01
1.380000000000000782e+00;1.000000000000000000e+00;2.810000000000000053e+00;1.053419999999999845e+01
1.400000000000000799e+00;1.000000000000000000e+00;2.830000000000000071e+00;1.062839999999999741e+01
1.420000000000000817e+00;1.000000000000000000e+00;2.839999999999999858e+00;1.073414999999999786e+01
1.440000000000000835e+00;1.000000000000000000e+00;2.859999999999999876e+00;1.082144999999999690e+01
1.460000000000000853e+00;1.000000000000000000e+00;2.879999999999999893e+00;1.090414999999999779e+01
1.480000000000000870e+00;1.000000000000000000e+00;2.899999999999999911e+00;1.098224999999999696e+01
1.500000000000000888e+00;1.000000000000000000e+00;2.919999999999999929e+00;1.105574999999999619e+01
1.520000000000000906e+00;1.000000000000000000e+00;2.939999999999999947e+00;1.112464999999999549e+01
1.540000000000000924e+00;1.000000000000000000e+00;2.950000000000000178e+00;1.120509999999999629e+01
1.560000000000000941e+00;1.000000000000000000e+00;2.959999999999999964e+00;1.128324999999999712e+01
1.580000000000000959e+00;1.000000000000000000e+00;2.990000000000000213e+00;1.132679999999999687e+01
1.600000000000000977e+00;1.000000000000000000e+00;3.000000000000000000e+00;1.139574999999999605e+01
1.620000000000000995e+00;1.000000000000000000e+00;3.009999999999999787e+00;1.146239999999999704e+01
1.640000000000001013e+00;1.000000000000000000e+00;3.020000000000000018e+00;1.152674999999999628e+01
1.660000000000001030e+00;1.000000000000000000e+00;3.029999999999999805e+00;1.158879999999999910e+01
1.680000000000001048e+00;1.000000000000000000e+00;3.040000000000000036e+00;1.164854999999999841e+01
1.700000000000001066e+00;1.000000000000000000e+00;3.049999999999999822e+00;1.170599999999999952e+01
1.720000000000001084e+00;1.000000000000000000e+00;3.049999999999999822e+00;1.177729999999999855e+01
1.740000000000001101e+00;1.000000000000000000e+00;3.060000000000000053e+00;1.183244999999999791e+01
1.760000000000001119e+00;1.000000000000000000e+00;3.069999999999999840e+00;1.188529999999999731e+01
1.780000000000001137e+00;1.000000000000000000e+00;3.080000000000000071e+00;1.193584999999999852e+01
1.800000000000001155e+00;1.000000000000000000e+00;3.080000000000000071e+00;1.200024999999999764e+01
1.820000000000001172e+00;1.000000000000000000e+00;3.089999999999999858e+00;1.204849999999999710e+01
1.840000000000001190e+00;1.000000000000000000e+00;3.109999999999999876e+00;1.207829999999999870e+01
1.860000000000001208e+00;1.000000000000000000e+00;3.109999999999999876e+00;1.213579999999999615e+01
1.880000000000001226e+00;1.000000000000000000e+00;3.109999999999999876e+00;1.219329999999999714e+01
1.900000000000001243e+00;1.000000000000000000e+00;3.120000000000000107e+00;1.223464999999999492e+01
1.920000000000001261e+00;1.000000000000000000e+00;3.120000000000000107e+00;1.228984999999999594e+01
1.940000000000001279e+00;1.000000000000000000e+00;3.129999999999999893e+00;1.232889999999999731e+01
1.960000000000001297e+00;1.000000000000000000e+00;3.129999999999999893e+00;1.238179999999999659e+01
1.980000000000001315e+00;1.000000000000000000e+00;3.140000000000000124e+00;1.241854999999999620e+01
2.000000000000001332e+00;-1.000000000000000000e+00;3.140000000000000124e+00;9.239149999999996865e+00
2.020000000000001350e+00;-1.000000000000000000e+00;3.149999999999999911e+00;8.813599999999997436e+00
2.040000000000001368e+00;-1.000000000000000000e+00;3.129999999999999893e+00;8.434199999999997033e+00
2.060000000000001386e+00;-1.000000000000000000e+00;3.120000000000000107e+00;8.043249999999996902e+00
2.080000000000001403e+00;-1.000000000000000000e+00;3.080000000000000071e+00;7.703049999999995734e+00
2.100000000000001421e+00;-1.000000000000000000e+00;3.049999999999999822e+00;7.355899999999996552e+00
2.120000000000001439e+00;-1.000000000000000000e+00;3.000000000000000000e+00;7.047949999999996606e+00
2.140000000000001457e+00;-1.000000000000000000e+00;2.950000000000000178e+00;6.751499999999996504e+00
